tiplettiplet :  ('NULL', 'p2c')   [0.19699905475268675, 0.004329818966295412, 0.12051718945195998]
tiplet :  ('NULL', 'p2p')   [0.008229422050154605, 7.488189591054069e-05, 0.2133435311839675]
tiplet :  ('c2p', 'p2c')   [0.5276811480388603, 0.13401112974987048, 0.13401112974987048]
tiplet :  ('c2p', 'p2p')   [0.00945872123917556, 0.002492028361304346, 0.14591050172785344]
tiplet :  ('c2p', 'NULL')   [0.19699905475268675, 0.12051718945195998, 0.004329818966295412]
tiplet :  ('NULL', 'NULL')   [0.012845503941780245, 0.0008018787779951866, 0.0008018787779951866]
tiplet :  ('p2p', 'p2c')   [0.00945872123917556, 0.14591050172785344, 0.002492028361304346]
tiplet :  ('p2p', 'NULL')   [0.008229422050154605, 0.2133435311839675, 7.488189591054069e-05]
tiplet :  ('p2c', 'NULL')   [0.01050865846153182, 0.28089603014340814, 0.0019897054705503223]
tiplet :  ('NULL', 'c2p')   [0.01050865846153182, 0.0019897054705503223, 0.28089603014340814]
tiplet :  ('c2p', 'c2p')   [0.002348787658706225, 0.0015576604231414657, 0.08632524025488793]
tiplet :  ('p2c', 'p2c')   [0.002348787658706225, 0.08632524025488793, 0.0015576604231414657]
tiplet :  ('p2c', 'p2p')   [0.0013998908198295528, 0.001614248757734607, 0.0013266369904668647]
tiplet :  ('p2c', 'c2p')   [0.0004248740482341592, 0.0017411715428765767, 0.0017411715428765767]
tiplet :  ('p2p', 'p2p')   [0.0011594040069562357, 0.0030683463017772777, 0.0030683463017772777]
tiplet :  ('p2p', 'c2p')   [0.0013998908198295528, 0.0013266369904668647, 0.001614248757734607]
nonpathnonpath :  (0, 0)   [0.024803542511513912, 0.9856826244217669, 0.011258470406436924]
nonpath :  (1, 5)   [0.0076244963032304665, 1.4161598702707374e-05, 0.7287133480102541]
nonpath :  (11, 50)   [0.1746667126949555, 0.0018480885390069657, 0.11228731050010934]
nonpath :  (6, 10)   [0.014735880795004359, 4.248479469196233e-05, 0.07199756420539417]
nonpath :  (101, 200)   [0.1653349819860898, 0.001777280549033828, 0.031452909146775704]
nonpath :  (501, 1000)   [0.10811909215300256, 7.080798997313737e-13, 0.00451046896199693]
nonpath :  (201, 500)   [0.09139980668083778, 0.008928887536320703, 0.012440963838988317]
nonpath :  (1001, 'infinity')   [0.3265007343615542, 0.00013453518165704092, 0.004609600147959323]
nonpath :  (51, 100)   [0.08681475251381145, 0.0015719373781117297, 0.022729364782085176]
distance_to_tier1distance_to_tier1 :  (21, 21)   [0.05408857533310173, 0.006011598346933022, 0.006011598346933022]
distance_to_tier1 :  (21, 29)   [0.00016319152422498165, 0.0030872283622558716, 0.0001132927846180906]
distance_to_tier1 :  (29, 21)   [0.00016319152422498165, 0.0001132927846180906, 0.0030872283622558716]
distance_to_tier1 :  (21, 27)   [0.0005476330953468697, 0.00798006046736946, 0.000488575131320001]
distance_to_tier1 :  (27, 21)   [0.0005476330953468697, 0.000488575131320001, 0.00798006046736946]
distance_to_tier1 :  (21, 19)   [0.02304138787915203, 0.004007732231524708, 0.004892832105821666]
distance_to_tier1 :  (19, 21)   [0.02304138787915203, 0.004892832105821666, 0.004007732231524708]
distance_to_tier1 :  (21, 28)   [0.0003467819888015567, 0.005480538422354847, 0.00026198956349997966]
distance_to_tier1 :  (28, 21)   [0.0003467819888015567, 0.00026198956349997966, 0.005480538422354847]
distance_to_tier1 :  (21, 23)   [0.0008410640088154126, 0.0009559078649487951, 0.00018410077456184728]
distance_to_tier1 :  (23, 21)   [0.0008410640088154126, 0.00018410077456184728, 0.0009559078649487951]
distance_to_tier1 :  (21, 18)   [0.06346110392212637, 0.003179278749182755, 0.016597392843524645]
distance_to_tier1 :  (18, 21)   [0.06346110392212637, 0.016597392843524645, 0.003179278749182755]
distance_to_tier1 :  (18, 16)   [0.024682718015452007, 0.0011966550307575677, 0.004722892929956651]
distance_to_tier1 :  (16, 18)   [0.024682718015452007, 0.004722892929956651, 0.0011966550307575677]
distance_to_tier1 :  (18, 19)   [0.053802990165982605, 0.034136531952593176, 0.007562293326701295]
distance_to_tier1 :  (19, 18)   [0.053802990165982605, 0.007562293326701295, 0.034136531952593176]
distance_to_tier1 :  (18, 25)   [0.0010466225631703813, 0.0068188094322918485, 0.00047441353333124963]
distance_to_tier1 :  (25, 18)   [0.0010466225631703813, 0.00047441353333124963, 0.0068188094322918485]
distance_to_tier1 :  (19, 29)   [0.00011611704612842393, 0.03464634948018822, 0.00014161598059559327]
distance_to_tier1 :  (29, 19)   [0.00011611704612842393, 0.00014161598059559327, 0.03464634948018822]
distance_to_tier1 :  (24, 26)   [9.41489577622647e-06, 0.00024074716651685264, 0.00012037358361246628]
distance_to_tier1 :  (26, 24)   [9.41489577622647e-06, 0.00012037358361246628, 0.00024074716651685264]
distance_to_tier1 :  (24, 25)   [9.41489577622647e-06, 0.00021950476953372565, 0.00017701997556747163]
distance_to_tier1 :  (25, 24)   [9.41489577622647e-06, 0.00017701997556747163, 0.00021950476953372565]
distance_to_tier1 :  (24, 21)   [0.0006151065139519357, 0.00012745438260684195, 0.0007364030961231494]
distance_to_tier1 :  (21, 24)   [0.0006151065139519357, 0.0007364030961231494, 0.00012745438260684195]
distance_to_tier1 :  (24, 28)   [3.76595826341611e-05, 0.00042484794037062003, 0.00012037358361246628]
distance_to_tier1 :  (28, 24)   [3.76595826341611e-05, 0.00012037358361246628, 0.00042484794037062003]
distance_to_tier1 :  (18, 28)   [0.00033109049610270414, 0.066665722532755, 0.0003469591514324877]
distance_to_tier1 :  (28, 18)   [0.00033109049610270414, 0.0003469591514324877, 0.066665722532755]
distance_to_tier1 :  (18, 22)   [0.00498047978277272, 0.010175108155625917, 0.0012178974277406948]
distance_to_tier1 :  (22, 18)   [0.00498047978277272, 0.0012178974277406948, 0.010175108155625917]
distance_to_tier1 :  (22, 29)   [6.276597236455955e-06, 0.0015365333824875998, 0.00012037358361246628]
distance_to_tier1 :  (29, 22)   [6.276597236455955e-06, 0.00012037358361246628, 0.0015365333824875998]
distance_to_tier1 :  (18, 27)   [0.0007422076048126415, 0.0625659399150115, 0.0007364030961231494]
distance_to_tier1 :  (27, 18)   [0.0007422076048126415, 0.0007364030961231494, 0.0625659399150115]
distance_to_tier1 :  (18, 24)   [0.001435771582101925, 0.0031934403471715065, 0.00019118157355622295]
distance_to_tier1 :  (24, 18)   [0.001435771582101925, 0.00019118157355622295, 0.0031934403471715065]
distance_to_tier1 :  (18, 26)   [0.0005099735128696234, 0.014728061909009469, 0.0004956559303143767]
distance_to_tier1 :  (26, 18)   [0.0005099735128696234, 0.0004956559303143767, 0.014728061909009469]
distance_to_tier1 :  (22, 16)   [0.0009242289201193312, 7.788878964621225e-05, 0.0018622501362288808]
distance_to_tier1 :  (16, 22)   [0.0009242289201193312, 0.0018622501362288808, 7.788878964621225e-05]
distance_to_tier1 :  (22, 27)   [6.590426949209572e-05, 0.003030581970300866, 0.0005452215232750064]
distance_to_tier1 :  (27, 22)   [6.590426949209572e-05, 0.0005452215232750064, 0.003030581970300866]
distance_to_tier1 :  (22, 21)   [0.005548511818471183, 0.000616029513218763, 0.0034908339049352847]
distance_to_tier1 :  (21, 22)   [0.005548511818471183, 0.0034908339049352847, 0.000616029513218763]
distance_to_tier1 :  (31, 26)   [1.569149426800184e-06, 7.080799065183658e-05, 0.00039652474439311734]
distance_to_tier1 :  (26, 31)   [1.569149426800184e-06, 0.00039652474439311734, 7.080799065183658e-05]
distance_to_tier1 :  (19, 28)   [0.00014750003152612907, 0.012037358291146718, 0.0007222414981343981]
distance_to_tier1 :  (28, 19)   [0.00014750003152612907, 0.0007222414981343981, 0.012037358291146718]
distance_to_tier1 :  (19, 22)   [0.0018437503922720919, 0.004977801693754174, 0.0020463509100826483]
distance_to_tier1 :  (22, 19)   [0.0018437503922720919, 0.0020463509100826483, 0.004977801693754174]
distance_to_tier1 :  (19, 19)   [0.01632542900404313, 0.01392793162264502, 0.01392793162264502]
distance_to_tier1 :  (16, 26)   [5.335107533301366e-05, 0.01649118085860901, 2.1242397691206905e-05]
distance_to_tier1 :  (26, 16)   [5.335107533301366e-05, 2.1242397691206905e-05, 0.01649118085860901]
distance_to_tier1 :  (16, 11)   [0.00023223409209993296, 8.496958864058791e-05, 9.913118662933926e-05]
distance_to_tier1 :  (11, 16)   [0.00023223409209993296, 9.913118662933926e-05, 8.496958864058791e-05]
distance_to_tier1 :  (16, 16)   [0.0029594155231605097, 0.0005735447192525091, 0.0005735447192525091]
distance_to_tier1 :  (16, 9)   [0.00022125004721073615, 7.080798994375669e-13, 0.005402649633416715]
distance_to_tier1 :  (9, 16)   [0.00022125004721073615, 0.005402649633416715, 7.080798994375669e-13]
distance_to_tier1 :  (16, 19)   [0.009137156198698766, 0.00545929602537172, 0.00042484794037062003]
distance_to_tier1 :  (19, 16)   [0.009137156198698766, 0.00042484794037062003, 0.00545929602537172]
distance_to_tier1 :  (16, 17)   [0.005873325717337431, 0.0010621198498644302, 0.0008284534830500331]
distance_to_tier1 :  (17, 16)   [0.005873325717337431, 0.0008284534830500331, 0.0010621198498644302]
distance_to_tier1 :  (16, 14)   [0.0003467819888015567, 0.00015577757858434462, 0.00019118157355622295]
distance_to_tier1 :  (14, 16)   [0.0003467819888015567, 0.00019118157355622295, 0.00015577757858434462]
distance_to_tier1 :  (16, 13)   [0.0006323671559206735, 7.080799065183658e-05, 0.00024074716651685264]
distance_to_tier1 :  (13, 16)   [0.0006323671559206735, 0.00024074716651685264, 7.080799065183658e-05]
distance_to_tier1 :  (16, 15)   [0.0014624471196899743, 0.00029739355847185797, 0.00033279755344373633]
distance_to_tier1 :  (15, 16)   [0.0014624471196899743, 0.00033279755344373633, 0.00029739355847185797]
distance_to_tier1 :  (16, 21)   [0.009579656292806408, 0.004687488934984772, 0.00021242397053934997]
distance_to_tier1 :  (21, 16)   [0.009579656292806408, 0.00021242397053934997, 0.004687488934984772]
distance_to_tier1 :  (16, 12)   [0.00021654259940108038, 2.8323196685582575e-05, 0.0005593831212637577]
distance_to_tier1 :  (12, 16)   [0.00021654259940108038, 0.0005593831212637577, 2.8323196685582575e-05]
distance_to_tier1 :  (16, 20)   [0.0007139629179547069, 5.664639266308525e-05, 7.788878964621225e-05]
distance_to_tier1 :  (20, 16)   [0.0007139629179547069, 7.788878964621225e-05, 5.664639266308525e-05]
distance_to_tier1 :  (16, 24)   [0.0002306649428300477, 0.002110078101032029, 2.8323196685582575e-05]
distance_to_tier1 :  (24, 16)   [0.0002306649428300477, 2.8323196685582575e-05, 0.002110078101032029]
distance_to_tier1 :  (16, 25)   [8.944150854037458e-05, 0.005473457623360472, 2.1242397691206905e-05]
distance_to_tier1 :  (25, 16)   [8.944150854037458e-05, 2.1242397691206905e-05, 0.005473457623360472]
distance_to_tier1 :  (18, 18)   [0.1675286526501865, 0.02442167573230976, 0.02442167573230976]
distance_to_tier1 :  (28, 22)   [8.002661292106303e-05, 0.00046025193534249834, 0.002733188412537088]
distance_to_tier1 :  (22, 28)   [8.002661292106303e-05, 0.002733188412537088, 0.00046025193534249834]
distance_to_tier1 :  (18, 9)   [0.0011156651310453326, 7.080798994375669e-13, 0.1283890473667277]
distance_to_tier1 :  (9, 18)   [0.0011156651310453326, 0.1283890473667277, 7.080798994375669e-13]
distance_to_tier1 :  (23, 16)   [0.0003938564668981144, 2.8323196685582575e-05, 0.0030801475632614957]
distance_to_tier1 :  (16, 23)   [0.0003938564668981144, 0.0030801475632614957, 2.8323196685582575e-05]
distance_to_tier1 :  (23, 18)   [0.0011297874744742998, 0.0005664639202581334, 0.004248479397333481]
distance_to_tier1 :  (18, 23)   [0.0011297874744742998, 0.004248479397333481, 0.0005664639202581334]
distance_to_tier1 :  (23, 19)   [0.00038444157127880287, 0.00063727191020189, 0.0018764117342176321]
distance_to_tier1 :  (19, 23)   [0.00038444157127880287, 0.0018764117342176321, 0.00063727191020189]
distance_to_tier1 :  (17, 18)   [0.04404288170729631, 0.01038045132646281, 0.0029810163773402367]
distance_to_tier1 :  (18, 17)   [0.04404288170729631, 0.0029810163773402367, 0.01038045132646281]
distance_to_tier1 :  (17, 19)   [0.015234870261472876, 0.013729669250802502, 0.0012320590257294461]
distance_to_tier1 :  (19, 17)   [0.015234870261472876, 0.0012320590257294461, 0.013729669250802502]
distance_to_tier1 :  (17, 27)   [8.787235927048932e-05, 0.0378539514246404, 2.1242397691206905e-05]
distance_to_tier1 :  (27, 17)   [8.787235927048932e-05, 2.1242397691206905e-05, 0.0378539514246404]
distance_to_tier1 :  (17, 12)   [0.00044250009426455745, 2.8323196685582575e-05, 0.001210816628746319]
distance_to_tier1 :  (12, 17)   [0.00044250009426455745, 0.001210816628746319, 2.8323196685582575e-05]
distance_to_tier1 :  (17, 17)   [0.011046810860149124, 0.0014374021965663406, 0.0014374021965663406]
distance_to_tier1 :  (17, 21)   [0.016565508842335572, 0.00582041677408488, 0.000361120749421239]
distance_to_tier1 :  (21, 17)   [0.016565508842335572, 0.000361120749421239, 0.00582041677408488]
distance_to_tier1 :  (17, 22)   [0.001558165225152975, 0.00460960014604664, 0.00018410077456184728]
distance_to_tier1 :  (22, 17)   [0.001558165225152975, 0.00018410077456184728, 0.00460960014604664]
distance_to_tier1 :  (17, 26)   [0.0001820213154636047, 0.01428905237135818, 5.664639266308525e-05]
distance_to_tier1 :  (26, 17)   [0.0001820213154636047, 5.664639266308525e-05, 0.01428905237135818]
distance_to_tier1 :  (17, 23)   [0.0007986969785285107, 0.004220156201355978, 0.00014161598059559327]
distance_to_tier1 :  (23, 17)   [0.0007986969785285107, 0.00014161598059559327, 0.004220156201355978]
distance_to_tier1 :  (17, 24)   [0.0007861437843694287, 0.002393310060807056, 3.540399567995824e-05]
distance_to_tier1 :  (24, 17)   [0.0007861437843694287, 3.540399567995824e-05, 0.002393310060807056]
distance_to_tier1 :  (17, 25)   [0.00048329797528157413, 0.0062169415177699165, 7.788878964621225e-05]
